BR,time,vcd,ac,ala,arg,asn,asp,cit,cys,cyst,form,fum,glc,gln,glu,gly,his,ile,lac,leu,lys,met,nh4,phe,pro,ser,succ,thr,trp,tyr,val,titer
BR1_main,4.668181818,0.019302123,0.000146122,-0.007171898,-0.007901595,-0.021930401,-0.004918646,0.002849626,-0.006516858,-0.004239439,0.025058854,0.00046203,-0.136301235,0.000996559,-0.012686475,0.007157635,-0.003360968,-0.00830402,-0.004866891,-0.013501766,-0.009765875,-0.004630617,0.012899327,-0.005892604,-0.00105842,-0.030740962,-0.014022613,-0.008800542,-0.002787169,-0.004673532,-0.012851118,2.57278E-05
BR1_main,4.787878788,0.019109397,0.000152291,-0.005770054,-0.007743131,-0.02170837,-0.00507578,0.002601581,-0.005813295,-0.004300007,0.02663968,0.000446235,-0.140243986,0.000976701,-0.012823647,0.006104337,-0.003312683,-0.008014534,-0.002597537,-0.013207229,-0.009415082,-0.004586752,0.013355437,-0.005763673,-0.001185293,-0.029666841,-0.013516067,-0.008773421,-0.002740325,-0.004779198,-0.012548517,2.54656E-05
BR1_main,4.907575758,0.018864008,0.000127162,-0.004282171,-0.007643658,-0.021570313,-0.004818364,0.00251837,-0.006053252,-0.004396852,0.030682812,0.000424943,-0.14285727,0.000930068,-0.013474237,0.005399648,-0.003254741,-0.007752765,-0.000480769,-0.012618895,-0.00851031,-0.004540029,0.013877832,-0.005522475,-0.001400759,-0.028669771,-0.013006556,-0.008614274,-0.002605647,-0.004947289,-0.012198279,2.51188E-05
BR1_main,5.027272727,0.018557348,0.000115102,-0.0027358,-0.007501538,-0.021190137,-0.005987868,0.00263146,-0.00650359,-0.0043415,0.034845617,0.000411768,-0.14499826,0.000873012,-0.014427153,0.004980255,-0.003190697,-0.007445926,0.000786194,-0.012070427,-0.007882226,-0.004503658,0.014286324,-0.005482298,-0.001632987,-0.027635621,-0.012527347,-0.008476097,-0.002542675,-0.005051307,-0.011686987,2.54707E-05
BR1_main,5.146969697,0.018163394,0.000138877,-0.00199673,-0.007319858,-0.021627098,-0.006440109,0.002503437,-0.00650068,-0.004591865,0.037134018,0.000408803,-0.148536795,0.000806807,-0.014745874,0.004721019,-0.003130015,-0.007098621,0.002195166,-0.011858112,-0.007683419,-0.004470308,0.014570807,-0.005332699,-0.001850031,-0.026678474,-0.011972121,-0.008364251,-0.002471525,-0.005154225,-0.011028195,2.56938E-05
BR1_main,5.266666667,0.017589175,0.000164813,-0.001337584,-0.007173382,-0.020050383,-0.006542958,0.002510457,-0.006394,-0.004730766,0.033637842,0.000423865,-0.151865135,0.000734075,-0.015311165,0.004470668,-0.003079987,-0.007082302,0.003853362,-0.011652559,-0.00717223,-0.004425486,0.0146351,-0.005188138,-0.002073852,-0.025795598,-0.011441524,-0.00825733,-0.002406239,-0.005220075,-0.010457132,2.5793E-05
BR1_main,5.386363636,0.017086847,0.000187988,-0.000557697,-0.007025174,-0.020151732,-0.007079654,0.002519033,-0.006718588,-0.004525315,0.031542373,0.000429274,-0.154376504,0.000657764,-0.015983997,0.004252751,-0.003029953,-0.00710598,0.005498084,-0.011566367,-0.006214397,-0.004351722,0.014895508,-0.005159409,-0.002392694,-0.024742829,-0.010859654,-0.008190085,-0.002269215,-0.00526603,-0.010011618,2.58465E-05
BR1_main,5.506060606,0.016622373,0.000242005,0.000379621,-0.006855999,-0.018293761,-0.007527483,0.002450723,-0.006813621,-0.004456255,0.028972899,0.00042658,-0.155559983,0.000578924,-0.017345407,0.003936136,-0.002971043,-0.006894012,0.006501427,-0.01157621,-0.005690973,-0.004233961,0.015616108,-0.005103414,-0.00289054,-0.023671118,-0.010384405,-0.008095415,-0.002176742,-0.005286392,-0.009674773,2.5997E-05
BR1_main,5.625757576,0.016178725,0.000248292,0.001998631,-0.006588365,-0.017479383,-0.008513819,0.002065486,-0.006738111,-0.004202695,0.02824372,0.000427088,-0.158609805,0.000497901,-0.016884391,0.003721564,-0.002899469,-0.006513388,0.007060419,-0.011574672,-0.005558049,-0.004036374,0.016899175,-0.005059183,-0.003228968,-0.022572675,-0.009891812,-0.00790829,-0.00210837,-0.005257518,-0.009622904,2.66322E-05
BR1_main,5.745454545,0.01600195,0.000251716,0.003374203,-0.006248312,-0.017117738,-0.008512754,0.001725967,-0.006168117,-0.004198323,0.026148086,0.00042327,-0.160777634,0.000438572,-0.016110275,0.003602095,-0.002832576,-0.006558434,0.007229846,-0.011595645,-0.005276128,-0.003835227,0.01894633,-0.004945028,-0.003339875,-0.021560038,-0.009393548,-0.007823617,-0.002085113,-0.005212033,-0.009580104,2.75329E-05
BR1_main,5.865151515,0.015581443,0.000269309,0.003310271,-0.005949827,-0.017884822,-0.008888411,0.001365355,-0.006203705,-0.004068529,0.023179976,0.000416453,-0.161633624,0.000395055,-0.015589971,0.003371772,-0.002762364,-0.006598205,0.006623698,-0.011642413,-0.00542524,-0.003651359,0.021707121,-0.004803289,-0.00373187,-0.020701014,-0.008825448,-0.007698358,-0.002024305,-0.005109548,-0.009154688,2.77416E-05
BR1_main,5.984848485,0.014884462,0.000314926,0.004460199,-0.005726758,-0.019386996,-0.009508625,0.001254757,-0.005843635,-0.004036013,0.021798411,0.000402017,-0.163281278,0.000368851,-0.015180048,0.003013159,-0.002686464,-0.006676578,0.005870071,-0.011642443,-0.005555821,-0.003519213,0.022262113,-0.004787385,-0.003924577,-0.020029469,-0.008223892,-0.007555537,-0.001974313,-0.005014994,-0.008830847,2.79797E-05
